1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
0.810090,0.794465
1.482900,1.451650
1.520200,1.551450
1.006100,1.037350
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
0.277090,0.269278
0.391460,0.399272
1.431000,1.399750
1.327200,1.358450
1.000400,1.031650
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
0.267730,0.275543
0.278340,0.270527
0.808530,0.792905
1.527200,1.558450
1.005100,1.036350
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
1.000000,1.031250
